service_log_id,shipment_id,crate_model_id,service_region_id,technician_employee_id,service_date,service_type,expected_units,inspected_units,passed_units,scrapped_units,service_cost,inspection_notes
8593,12416,74,9,6,2026-06-30,Cycle Count,24,24,24,0,44.81,RFID unreadable
8594,11720,33,11,53,2023-12-07,Wash & Inspect,10,10,10,0,37.72,
8595,20515,10,7,88,2025-06-13,Wash & Inspect,12,14,14,0,24.20,Seal wear
8596,6331,33,7,100,2025-12-30,Wash & Inspect,4,4,4,0,88.64,Seal wear
8597,26675,69,1,232,2024-05-27,Wash & Inspect,16,16,11,5,134.22,
8598,13663,48,1,27,2025-06-06,Wash & Inspect,24,24,24,0,54.91,Seal wear
8599,6420,118,2,232,2025-11-08,Wash & Inspect,10,10,10,0,22.43,
8600,4490,64,8,283,2025-08-25,Decommission,20,20,20,0,14.80,RFID unreadable
8601,17016,27,1,132,2023-06-10,Decommission,32,32,32,0,63.56,
8602,3624,90,1,2,2026-05-20,Wash & Inspect,10,10,10,0,63.67,RFID unreadable
8603,18528,17,1,274,2025-08-19,wash & inspect,80,80,80,0,92.86,Seal wear
8604,8783,25,7,132,2025-02-03,Wash & Inspect,8,16,16,0,10.37, 
8605,3129,58,6,6,2023-08-13,Wash & Inspect,16,16,16,0,23.74,Count adjusted by hub
8606,10317,66,1,283,2023-04-20,wash & inspect,16,24,24,0,70.35,
8607,21028,67,11,73,2025-12-18,wash & inspect,20,20,20,0,34.70,Seal wear
8608,7594,111,5,277,2023-04-11,Cycle Count,6,6,6,0,59.11,
8609,9732,39,2,73,2024-12-26,Wash & Inspect,4,4,3,0,63.81,awaiting QA
8610,24830,45,4,286,2026-06-29,Decommission,6,7,6,0,34.27,Seal wear
8611,11456,22,3,283,2025-02-15,Wash & Inspect,6,6,6,0,40.06,awaiting QA
8612,27267,49,9,274,2024-06-30,Wash & Inspect,20,20,19,0,36.56,awaiting QA
8613,16115,107,2,275,2023-11-04,Wash & Inspect,32,32,31,1,62.11,Seal wear
8614,20100,91,5,73,2024-01-03,Repair,60,60,60,0,23.00,Seal wear
8615,17713,6,1,86,2025-07-08,Wash & Inspect,12,12,12,0,36.28,
8616,12882,23,2,54,2025-09-01,Decommission,10,10,10,0,80.85,RFID unreadable
8617,18732,17,4,277,2024-08-21,Wash & Inspect,24,24,24,0,29.91,
8618,3169,83,1,217,2025-09-24,Wash & Inspect,8,8,8,0,23.78,
8619,10642,62,10,277,2024-03-05,Wash & Inspect,16,16,15,1,86.16,awaiting QA
8620,20149,106,2,275,2023-07-22,Wash & Inspect,16,16,15,0,84.75,Count adjusted by hub
8621,26004,6,5,98,2026-03-18,Wash & Inspect,10,9,9,0,33.62,
8622,22951,116,6,141,2023-12-04,Wash & Inspect,12,12,12,0,86.21,Odor detected
8623,8926,1,4,54,2026-06-30,wash & inspect,24,24,24,0,76.77,RFID unreadable
8624,19660,42,1,38,2026-04-05,Wash & Inspect,8,8,8,0,15.66,Seal wear
8625,20734,56,9,6,2023-10-04,Wash & Inspect,16,16,16,0,12.72,
8626,22542,93,9,274,2025-01-19,Wash & Inspect,6,6,3,3,163.51,Count adjusted by hub
8627,12246,104,4,38,2024-04-22,Wash & Inspect,24,20,20,0,92.53,
8628,20432,1,4,38,2023-11-28,Wash & Inspect,20,20,20,0,95.89,Count adjusted by hub
8629,3720,61,4,73,2023-01-26,Wash & Inspect,20,20,20,0,74.41, 
8630,19231,67,4,157,2025-09-23,Cycle Count,8,8,3,4,114.89,Count adjusted by hub
8631,7161,37,2,141,2026-06-05,wash & inspect,16,16,16,0,8.91,awaiting QA
8632,3694,73,9,54,2024-02-09,Cycle Count,12,12,11,1,111.77,
8633,4372,29,9,100,2025-05-24,Wash & Inspect,16,16,16,0,68.16,
8634,22270,44,11,54,2024-10-16,Wash & Inspect,60,60,60,0,53.15,awaiting QA
8635,10186,89,3,141,2026-06-09,Wash & Inspect,24,28,28,0,52.42,RFID unreadable
8636,11676,25,10,100,2023-10-04,Repair,8,8,8,0,16.37,Seal wear
8637,17767,48,11,54,2024-06-19,Repair,40,40,40,0,9.35,Odor detected
8638,16223,74,4,170,2026-06-11,Wash & Inspect,6,6,6,0,43.66,
8639,13909,2,11,38,2024-01-07,Repair,4,0,0,0,85.93,
8640,12105,101,9,27,2024-01-23,Repair,24,24,20,3,153.85,awaiting QA
8641,22989,26,2,53,2023-03-17,Wash & Inspect,4,4,4,0,33.57,
8642,26932,58,11,141,2025-11-05,Wash & Inspect,32,32,32,0,88.35,Seal wear
8643,3269,85,4,227,2025-09-25,Wash & Inspect,24,24,24,0,90.44, 
8644,4761,59,6,232,2025-04-19,Wash & Inspect,4,4,4,0,53.82,
8645,46,38,1,277,2023-06-16,Wash & Inspect,6,6,1,5,183.40,
8646,16642,48,5,167,2023-04-28,Wash & Inspect,12,12,12,0,53.98, 
8647,23662,16,4,53,2024-11-28,Wash & Inspect,60,58,58,0,77.27,
8648,23448,75,9,283,2026-02-07,wash & inspect,60,60,60,0,28.54, 
8649,13270,25,9,6,2023-06-28,Wash & Inspect,20,20,20,0,50.07,Count adjusted by hub
8650,9797,41,10,6,2024-04-10,Repair,12,12,12,0,23.98,
8651,20571,101,1,170,2024-08-01,Wash & Inspect,60,68,68,0,58.25,Odor detected
8652,15680,25,8,167,2025-06-25,Repair,32,32,32,0,35.19,Seal wear
8653,19072,105,5,38,2025-02-26,Repair,60,60,60,0,11.38, 
8654,1817,120,8,170,2026-06-26,Wash & Inspect,60,61,61,0,13.07,
8655,15986,85,3,27,2023-04-09,Wash & Inspect,12,16,15,1,91.26,Count adjusted by hub
8656,7350,30,9,53,2025-03-22,Wash & Inspect,80,80,80,0,18.16,
8657,19213,71,8,86,2023-11-08,Wash & Inspect,80,76,75,1,49.13,Count adjusted by hub
8658,10271,100,4,167,2025-04-06,Cycle Count,20,20,20,0,91.01,Seal wear
8659,8807,48,5,54,2023-10-28,Wash & Inspect,40,40,38,2,109.34,awaiting QA
8660,2137,89,11,38,2023-12-16,Cycle Count,60,60,55,5,216.14,Seal wear
8661,3090,100,5,124,2026-04-08,Repair,10,12,12,0,90.80,Count adjusted by hub
8662,5043,103,5,283,2023-02-18,Wash & Inspect,32,28,28,0,96.13,RFID unreadable
8663,27294,72,1,38,2023-10-03,Wash & Inspect,12,12,11,1,68.92,Count adjusted by hub
8664,22182,90,7,277,2023-05-22,wash & inspect,6,6,1,5,162.36,RFID unreadable
8665,14132,30,11,141,2023-12-11,Wash & Inspect,40,48,45,3,111.48,Seal wear
8666,19194,3,1,274,2023-01-31,Repair,4,4,4,0,97.44,
8667,26892,8,7,6,2025-07-05,Wash & Inspect,16,16,13,3,84.91, 
8668,11654,28,1,167,2024-06-30,Wash & Inspect,8,8,8,0,58.12,awaiting QA
8669,21476,72,10,132,2024-10-22,Wash & Inspect,40,40,40,0,27.16,Count adjusted by hub
8670,262,48,2,286,2023-11-09,Wash & Inspect,8,8,8,0,42.30,
8671,7254,30,4,286,2026-04-19,Wash & Inspect,8,8,8,0,72.38,RFID unreadable
8672,15929,100,5,277,2025-02-15,Wash & Inspect,8,8,5,3,127.06,Count adjusted by hub
8673,18840,27,2,98,2024-05-10,Repair,4,4,4,0,94.62,
8674,4879,110,3,6,2024-04-17,Repair,6,6,6,0,10.28, 
8675,24997,23,7,6,2025-09-20,Wash & Inspect,16,16,16,0,46.14,Count adjusted by hub
8676,23944,45,10,100,2024-06-15,Wash & Inspect,16,16,10,5,174.50,Seal wear
8677,2874,33,9,170,2023-09-22,Wash & Inspect,24,24,24,0,55.58, 
8678,21118,61,9,141,2025-04-19,Wash & Inspect,24,24,24,0,20.45,
8679,5002,19,2,27,2024-06-06,Decommission,20,20,20,0,70.65,RFID unreadable
8680,10501,112,11,53,2025-06-05,Wash & Inspect,60,60,60,0,34.54,RFID unreadable
8681,20127,93,5,167,2023-07-28,Wash & Inspect,12,4,4,0,56.08,
8682,18292,1,10,98,2023-02-21,Wash & Inspect,12,12,12,0,90.20,Seal wear
8683,23487,91,1,100,2026-07-10,Cycle Count,40,40,39,0,84.52,RFID unreadable
8684,9941,36,1,283,2023-12-17,Repair,60,60,60,0,73.96,Odor detected
8685,21907,110,10,132,2025-03-21,Repair,8,8,8,0,34.04,
8686,24898,86,4,27,2025-07-24,Wash & Inspect,10,10,9,0,63.98, 
8687,25085,49,4,167,2023-12-10,Wash & Inspect,60,60,60,0,27.36,Seal wear
8688,18440,92,7,132,2023-03-26,Wash & Inspect,16,18,18,0,97.15, 
8689,21702,64,6,100,2024-06-28,Wash & Inspect,4,4,4,0,95.42,awaiting QA
8690,3949,89,2,232,2025-01-22,Wash & Inspect,60,60,60,0,47.57,Seal wear
8691,20378,32,6,157,2026-03-03,Wash & Inspect,32,32,32,0,61.56,Count adjusted by hub
8692,26343,49,10,6,2025-11-18,Decommission,40,40,40,0,61.44,awaiting QA
8693,25025,43,4,54,2026-04-08,Wash & Inspect,6,6,6,0,19.98,awaiting QA
8694,4431,107,6,275,2025-08-01,wash & inspect,20,20,20,0,96.44,Seal wear
8695,1458,93,9,98,2024-04-25,wash & inspect,16,17,17,0,26.05,Count adjusted by hub
8696,15366,71,9,274,2023-04-08,wash & inspect,20,16,16,0,33.96,Odor detected
8697,4714,44,7,277,2025-01-28,Wash & Inspect,16,16,16,0,11.96, 
8698,3267,37,6,167,2023-06-26,Wash & Inspect,40,40,36,4,122.84,
8699,12542,56,3,227,2024-12-17,Decommission,8,9,9,0,42.00,Count adjusted by hub
8700,8483,32,2,277,2025-12-20,Wash & Inspect,32,32,32,0,79.34,Odor detected
8701,5159,99,4,170,2025-08-08,Repair,60,60,59,0,48.28, 
8702,19577,15,1,6,2023-06-01,Wash & Inspect,24,24,24,0,20.64, 
8703,18218,20,4,170,2026-01-15,Wash & Inspect,24,32,32,0,86.99,Count adjusted by hub
8704,9077,47,3,227,2025-01-26,Wash & Inspect,40,40,40,0,74.93,
8705,26927,55,7,141,2025-04-11,Wash & Inspect,80,80,80,0,43.87,Seal wear
8706,17956,43,9,275,2023-12-03,Wash & Inspect,6,6,6,0,58.41,
8707,13655,81,1,54,2023-05-31,Cycle Count,80,80,80,0,62.13,awaiting QA
8708,26422,102,11,286,2024-12-16,Wash & Inspect,6,5,5,0,69.92,
8709,19882,29,9,274,2025-07-18,Cycle Count,12,12,7,5,135.59,Seal wear
8710,23523,93,7,157,2024-05-06,Repair,40,32,32,0,61.03,awaiting QA
8711,3332,35,3,27,2026-01-10,Wash & Inspect,16,16,16,0,96.04,
8712,20075,88,3,54,2023-04-03,Wash & Inspect,10,10,10,0,37.40,Seal wear
8713,6564,10,9,124,2025-04-04,Wash & Inspect,24,24,19,5,207.95, 
8714,8918,3,1,54,2023-06-06,wash & inspect,6,7,7,0,37.32,
8715,18918,29,2,277,2025-10-06,Repair,12,12,11,1,120.22,Odor detected
8716,17952,7,9,141,2024-04-02,Wash & Inspect,4,4,4,0,79.34, 
8717,2687,66,9,88,2023-03-24,Wash & Inspect,60,60,60,0,35.57,RFID unreadable
8718,2541,3,7,6,2023-02-09,Wash & Inspect,16,20,20,0,41.36,
8719,22011,28,9,54,2024-04-06,Decommission,4,4,4,0,23.30,Odor detected
8720,22673,27,4,6,2023-08-18,Decommission,12,10,10,0,69.63,Seal wear
8721,3206,6,8,98,2024-11-10,Wash & Inspect,40,48,47,0,61.07,Odor detected
8722,945,75,2,217,2025-12-17,Wash & Inspect,40,40,36,4,111.51,RFID unreadable
8723,10109,94,11,86,2026-05-25,Wash & Inspect,12,12,7,5,217.50, 
8724,3719,52,2,54,2025-01-24,Repair,8,8,4,4,130.02,awaiting QA
8725,19325,51,4,227,2026-01-11,Cycle Count,12,12,12,0,46.95,awaiting QA
8726,21417,40,2,124,2025-03-11,Wash & Inspect,10,10,10,0,48.28,Seal wear
8727,8641,61,1,73,2023-08-01,wash & inspect,10,10,9,1,42.11,Odor detected
8728,24185,44,5,132,2023-08-12,Wash & Inspect,4,4,4,0,34.97,RFID unreadable
8729,24888,46,9,170,2026-02-10,Wash & Inspect,12,12,12,0,70.62,awaiting QA
8730,7185,63,2,141,2026-03-06,Repair,32,28,27,0,31.79,Seal wear
8731,2898,106,6,6,2026-04-30,Cycle Count,16,18,18,0,67.26,
8732,21701,118,6,2,2024-09-11,Wash & Inspect,32,32,32,0,52.42, 
8733,17324,111,1,170,2025-10-21,Wash & Inspect,40,40,37,3,123.92,
8734,1346,8,5,73,2025-02-27,Wash & Inspect,4,4,4,0,73.03,RFID unreadable
8735,18205,58,3,286,2024-10-12,Wash & Inspect,40,40,37,3,149.45,Count adjusted by hub
8736,1788,107,9,167,2023-01-15,wash & inspect,4,6,6,0,29.57,
8737,18135,106,6,141,2024-03-04,Wash & Inspect,12,12,12,0,62.06,RFID unreadable
8738,24064,48,3,6,2024-05-28,Wash & Inspect,20,24,24,0,13.21, 
8739,20865,99,5,54,2024-09-02,Wash & Inspect,20,19,19,0,71.80, 
8740,13204,53,11,232,2024-08-29,Wash & Inspect,32,32,32,0,88.55,RFID unreadable
8741,23606,96,5,232,2024-07-17,Repair,40,39,39,0,49.76,awaiting QA
8742,12319,7,3,38,2025-02-18,Wash & Inspect,80,84,84,0,94.69,
8743,4775,55,3,227,2024-05-24,Cycle Count,40,32,28,4,127.42, 
8744,25417,10,7,141,2026-03-28,Cycle Count,24,20,20,0,31.18,Odor detected
8745,19376,46,10,170,2023-02-01,Cycle Count,24,24,23,1,118.73,
8746,5162,25,3,53,2023-12-29,wash & inspect,40,40,40,0,80.61,RFID unreadable
8747,17383,42,9,53,2024-03-23,Decommission,60,60,58,2,143.30,
8748,15692,95,8,38,2026-06-17,wash & inspect,8,6,5,0,40.34,
8749,18647,66,2,86,2024-02-11,Wash & Inspect,24,24,24,0,17.30,Seal wear
8750,1258,74,9,6,2023-08-17,Wash & Inspect,20,12,12,0,58.19,RFID unreadable
8751,8836,94,5,86,2023-02-08,Wash & Inspect,4,4,1,2,125.82,
8752,403,71,3,88,2023-08-26,Repair,4,0,0,0,8.45,awaiting QA
8753,22030,33,4,170,2023-07-29,Wash & Inspect,24,26,23,3,129.12,Odor detected
8754,2630,105,7,232,2025-05-16,wash & inspect,32,32,32,0,92.62,
8755,27091,42,6,100,2023-10-28,Wash & Inspect,12,12,12,0,42.27,
8756,869,15,3,286,2023-02-12,Wash & Inspect,16,16,15,1,51.43,RFID unreadable
8757,11330,38,8,286,2023-07-25,Wash & Inspect,40,40,40,0,71.24,
8758,22560,94,3,277,2026-02-10,Wash & Inspect,32,34,29,4,148.83,Count adjusted by hub
8759,21947,48,3,286,2024-07-02,Wash & Inspect,24,24,24,0,52.37,Seal wear
8760,14627,89,10,73,2025-02-26,wash & inspect,32,34,33,0,27.50,
8761,26917,101,3,283,2025-04-17,wash & inspect,10,10,10,0,30.50,
8762,6784,57,7,73,2023-04-17,Wash & Inspect,16,14,14,0,94.17,
8763,25340,60,11,157,2026-02-26,Decommission,20,20,20,0,88.88,awaiting QA
8764,26392,35,4,86,2023-01-21,Wash & Inspect,8,8,8,0,58.19,awaiting QA
8765,23666,81,8,53,2023-08-09,Wash & Inspect,16,16,16,0,29.20,Odor detected
8766,222,99,2,157,2023-11-18,Wash & Inspect,12,12,12,0,79.74,
8767,21620,56,2,132,2025-11-23,wash & inspect,20,20,20,0,21.82,Odor detected
8768,8046,69,4,286,2024-08-16,Repair,24,22,22,0,23.45,Odor detected
8769,6041,30,9,167,2023-08-30,Wash & Inspect,80,80,80,0,80.14, 
8770,20666,85,3,54,2025-09-19,Repair,10,12,12,0,53.60,Count adjusted by hub
8771,25905,49,4,86,2025-09-13,Repair,10,14,14,0,74.45,Count adjusted by hub
8772,13185,23,11,132,2023-07-07,Repair,24,24,24,0,47.69,RFID unreadable
8773,16450,37,7,2,2024-11-15,Wash & Inspect,40,40,40,0,32.73,Seal wear
8774,11850,69,8,2,2025-10-13,Wash & Inspect,24,24,24,0,33.16,Seal wear
8775,19084,32,4,53,2023-04-22,Wash & Inspect,8,8,8,0,69.79, 
8776,16186,76,11,286,2025-12-01,Wash & Inspect,24,28,28,0,88.49,RFID unreadable
8777,3968,54,1,132,2023-10-18,Wash & Inspect,12,12,12,0,43.16,Odor detected
8778,25916,14,1,283,2023-01-28,Wash & Inspect,40,32,32,0,60.60,RFID unreadable
8779,14600,6,5,73,2023-05-27,Wash & Inspect,16,16,16,0,21.61,RFID unreadable
8780,10637,31,11,38,2025-08-29,wash & inspect,20,20,20,0,18.96,Odor detected
8781,27296,89,10,170,2026-06-27,Repair,8,4,4,0,84.80,
8782,21799,69,5,132,2023-07-07,Decommission,32,32,32,0,63.14,
8783,842,82,6,275,2023-09-01,Wash & Inspect,4,4,3,0,25.32,Count adjusted by hub
8784,21071,79,8,6,2026-05-03,Wash & Inspect,6,6,6,0,30.79,Odor detected
8785,22019,61,9,141,2025-11-29,wash & inspect,40,40,39,0,63.37,Count adjusted by hub
8786,25219,102,10,275,2024-07-05,Wash & Inspect,40,48,48,0,94.14, 
8787,19126,84,4,27,2026-03-24,Wash & Inspect,16,16,16,0,37.12,RFID unreadable
8788,15106,95,5,141,2025-03-25,Wash & Inspect,12,10,10,0,18.60,Count adjusted by hub
8789,24998,68,8,6,2023-09-29,Wash & Inspect,6,6,5,0,92.54,Odor detected
8790,25392,81,2,98,2025-05-22,wash & inspect,80,80,80,0,72.63,Seal wear
8791,15849,38,5,6,2025-05-21,Cycle Count,80,80,80,0,57.68,
8792,6214,62,10,88,2023-04-17,Decommission,6,6,3,3,110.67,awaiting QA
8793,21347,117,2,286,2024-12-16,wash & inspect,16,16,16,0,41.78,
8794,14507,109,7,38,2023-08-29,wash & inspect,40,40,40,0,53.38,
8795,27232,97,7,232,2023-05-11,Wash & Inspect,4,4,0,4,143.54,Seal wear
8796,19263,77,5,283,2026-06-27,Wash & Inspect,40,40,40,0,68.81, 
8797,23866,94,10,6,2024-07-19,wash & inspect,6,6,3,3,163.62,
8798,25309,66,9,27,2025-02-01,Wash & Inspect,20,22,22,0,14.89,Seal wear
8799,23076,51,6,124,2024-09-25,Wash & Inspect,24,24,24,0,61.25,Seal wear
8800,10723,53,5,88,2025-04-02,Wash & Inspect,6,6,6,0,10.19, 
8801,15411,31,7,286,2025-12-19,Wash & Inspect,8,8,8,0,74.42, 
8802,12862,18,7,277,2024-11-29,Wash & Inspect,24,24,24,0,63.11,
8803,11916,101,9,227,2023-05-08,Wash & Inspect,12,12,12,0,50.20,
8804,26273,88,1,27,2023-11-22,Wash & Inspect,80,84,83,1,46.79, 
8805,15408,115,6,275,2025-03-23,Repair,16,16,11,5,205.20,RFID unreadable
8806,19398,100,5,86,2026-01-07,Repair,32,32,32,0,19.91, 
8807,12550,98,2,170,2024-08-24,Wash & Inspect,8,8,8,0,56.23,
8808,25174,95,1,170,2025-10-22,Wash & Inspect,80,80,79,0,90.20,Count adjusted by hub
8809,9824,33,10,217,2024-09-30,wash & inspect,20,20,20,0,46.23,Seal wear
8810,1704,100,3,167,2025-06-26,Wash & Inspect,4,4,4,0,71.91,Odor detected
8811,24519,59,3,217,2024-05-21,wash & inspect,60,64,64,0,9.30,Count adjusted by hub
8812,22718,48,10,53,2026-04-10,Repair,60,60,55,5,139.44,RFID unreadable
8813,5314,89,8,227,2025-10-30,Decommission,24,24,24,0,24.21,Seal wear
8814,4867,48,4,274,2023-03-19,Wash & Inspect,32,30,27,3,164.60,RFID unreadable
8815,22572,14,10,274,2024-11-19,Decommission,8,4,4,0,92.99,Seal wear
8816,2938,118,10,53,2023-11-02,Wash & Inspect,8,16,16,0,18.85, 
8817,1020,43,7,53,2025-09-07,Wash & Inspect,32,32,31,0,14.60, 
8818,3809,2,6,98,2024-01-08,wash & inspect,6,2,2,0,61.73,
8819,7718,68,2,132,2024-03-28,Repair,60,61,61,0,39.36,
8820,14096,72,7,2,2023-06-21,Cycle Count,20,20,19,1,52.16,RFID unreadable
8821,24147,82,9,6,2023-10-31,Wash & Inspect,4,4,4,0,8.17,
8822,3928,82,10,27,2026-06-12,wash & inspect,60,60,58,2,108.60,
8823,27105,48,11,86,2026-03-14,Wash & Inspect,20,20,20,0,93.92,Odor detected
8824,16652,12,10,73,2024-09-08,Cycle Count,40,38,38,0,38.53,Count adjusted by hub
8825,21548,69,11,73,2026-04-28,Wash & Inspect,8,8,8,0,52.51,
8826,22407,72,4,232,2025-12-16,Wash & Inspect,8,8,8,0,17.25,Seal wear
8827,2217,35,2,6,2026-03-30,Repair,10,10,10,0,34.45,Count adjusted by hub
8828,11271,68,5,98,2025-06-08,Cycle Count,6,6,6,0,14.64,Seal wear
8829,5315,77,3,27,2023-02-05,Wash & Inspect,20,20,20,0,87.55,
8830,23142,37,4,232,2024-05-21,Repair,24,24,24,0,89.79,Seal wear
8831,14049,75,10,86,2023-07-01,Wash & Inspect,80,81,81,0,51.51,RFID unreadable
8832,14765,51,2,283,2024-02-25,Wash & Inspect,20,20,19,1,107.72,RFID unreadable
8833,25898,44,3,232,2026-03-02,Wash & Inspect,60,60,60,0,32.51,Seal wear
8834,9861,32,3,232,2023-05-15,Wash & Inspect,16,18,18,0,65.78,
8835,9326,66,9,53,2026-04-07,Wash & Inspect,60,60,60,0,16.73,
8836,8095,21,9,86,2024-09-04,Wash & Inspect,6,7,7,0,43.95,Count adjusted by hub
8837,4418,25,8,170,2025-05-02,Repair,8,8,8,0,56.42,Odor detected
8838,4538,30,5,54,2024-10-08,wash & inspect,12,12,12,0,75.28, 
8839,9813,15,5,132,2026-02-28,Repair,40,36,33,2,110.33,
8840,16935,65,5,167,2024-08-23,Wash & Inspect,20,20,20,0,21.90,RFID unreadable
8841,13486,91,7,73,2025-10-12,Wash & Inspect,32,32,29,3,141.73,
8842,5047,98,6,232,2023-01-29,Repair,4,4,3,0,66.84,
8843,4772,9,9,100,2024-05-03,Wash & Inspect,8,8,8,0,91.05,Odor detected
8844,17103,8,6,232,2023-12-28,Wash & Inspect,4,4,4,0,37.19,Count adjusted by hub
8845,17498,99,1,167,2023-01-29,Wash & Inspect,60,60,56,4,116.49,awaiting QA
8846,18383,41,9,86,2026-07-15,Wash & Inspect,16,16,13,3,163.73,Count adjusted by hub
8847,8175,16,9,6,2023-03-15,Cycle Count,60,60,60,0,51.31, 
8848,15985,91,2,98,2024-10-03,Decommission,60,60,59,0,17.39,Odor detected
8849,7598,109,6,88,2024-09-06,Wash & Inspect,32,32,32,0,72.44, 
8850,5709,86,9,53,2025-04-15,Repair,10,10,9,0,33.03,
8851,1415,34,6,2,2025-12-05,Repair,8,8,8,0,20.34,
8852,26641,17,1,227,2026-06-04,Wash & Inspect,32,32,32,0,84.55,Odor detected
8853,20111,48,11,88,2024-10-22,Cycle Count,6,6,4,2,65.31,
8854,10638,31,1,27,2024-01-21,Wash & Inspect,4,4,4,0,65.21,Seal wear
8855,18834,42,2,124,2025-02-04,Wash & Inspect,12,12,12,0,26.74,
8856,17353,75,7,167,2024-06-19,Wash & Inspect,32,32,30,2,141.14,awaiting QA
8857,1922,13,4,2,2026-01-22,Wash & Inspect,12,12,11,1,63.67,Odor detected
8858,26179,120,2,98,2024-09-21,Wash & Inspect,40,40,36,4,134.33,Odor detected
8859,24257,33,3,274,2024-01-15,Repair,12,12,12,0,59.93,
8860,2450,8,2,275,2023-06-26,Repair,40,40,40,0,70.84,RFID unreadable
8861,16431,93,9,170,2023-09-10,Wash & Inspect,40,41,37,3,144.99,RFID unreadable
8862,15564,113,4,98,2026-04-04,Wash & Inspect,20,20,20,0,56.24,Seal wear
8863,16773,99,4,2,2024-09-28,Wash & Inspect,60,60,55,5,158.36,awaiting QA
8864,19539,75,6,2,2025-08-10,Decommission,80,88,88,0,58.17,awaiting QA
8865,11820,3,2,88,2023-05-08,Wash & Inspect,16,16,16,0,76.42,Count adjusted by hub
8866,22429,100,8,232,2024-11-03,Wash & Inspect,16,16,16,0,39.88,
8867,17439,4,8,275,2025-11-05,Wash & Inspect,40,40,40,0,72.00,
8868,4246,62,3,2,2023-05-25,Repair,4,4,3,0,24.40,Odor detected
8869,9121,62,3,6,2025-09-22,Repair,6,14,14,0,36.66,awaiting QA
8870,4120,39,1,286,2026-03-14,Wash & Inspect,40,40,40,0,41.50,
8871,20995,84,1,283,2025-09-02,Repair,4,4,4,0,11.15,Count adjusted by hub
8872,9329,88,9,227,2025-03-07,Wash & Inspect,24,24,24,0,60.35,Seal wear
8873,7217,104,3,6,2025-02-22,Cycle Count,60,60,60,0,16.34,Odor detected
8874,26400,98,1,167,2025-01-16,Decommission,32,32,31,0,77.36,awaiting QA
8875,553,93,3,167,2025-05-07,Repair,6,5,4,0,49.50,Count adjusted by hub
8876,5883,15,4,277,2026-06-07,Wash & Inspect,6,6,6,0,71.82,Odor detected
8877,1188,42,8,53,2023-09-15,Wash & Inspect,40,40,40,0,15.05,Seal wear
8878,12366,43,11,283,2024-04-23,Wash & Inspect,16,16,16,0,61.43,
8879,20866,47,9,38,2025-03-16,Repair,32,32,32,0,25.28,Count adjusted by hub
8880,15703,34,10,227,2025-03-26,Repair,60,60,60,0,20.94,Seal wear
8881,336,103,5,275,2025-07-18,Cycle Count,40,40,40,0,24.21,RFID unreadable
8882,12463,60,10,170,2023-03-20,Decommission,4,4,0,4,168.26,
8883,10246,59,3,54,2024-04-12,Wash & Inspect,20,20,20,0,81.15, 
8884,27024,30,7,88,2025-08-01,Wash & Inspect,40,40,40,0,45.06,
8885,2160,20,9,124,2025-12-01,Repair,16,24,24,0,34.77,awaiting QA
8886,1754,39,3,132,2025-11-08,Repair,20,20,20,0,15.55,Seal wear
8887,11527,4,10,157,2026-02-17,Wash & Inspect,20,20,20,0,13.80,
8888,14126,50,10,227,2024-09-08,Wash & Inspect,40,38,38,0,85.84,
8889,781,81,8,277,2025-05-28,Wash & Inspect,20,20,20,0,37.82,
8890,24228,68,8,227,2023-03-04,wash & inspect,16,18,18,0,72.56,RFID unreadable
8891,4822,53,4,88,2023-10-13,Wash & Inspect,80,80,80,0,43.55,awaiting QA
8892,8967,65,1,141,2023-04-20,wash & inspect,40,40,40,0,32.14,awaiting QA
8893,17893,48,3,170,2024-03-03,Wash & Inspect,24,24,24,0,74.26,RFID unreadable
8894,9527,113,10,227,2024-10-30,Wash & Inspect,8,12,10,2,73.92,Seal wear
8895,22151,10,7,86,2026-02-18,Wash & Inspect,32,32,32,0,69.79,RFID unreadable
8896,15531,111,5,53,2023-05-15,Cycle Count,40,40,40,0,30.37,awaiting QA
8897,7558,29,1,98,2025-01-14,Wash & Inspect,40,42,42,0,46.87,
8898,24748,79,7,73,2024-10-08,Wash & Inspect,60,52,49,3,141.42,RFID unreadable
8899,14295,16,5,124,2025-04-20,Repair,12,12,9,3,110.98,
8900,22813,77,11,38,2025-11-02,wash & inspect,40,38,38,0,84.95,RFID unreadable
8901,5278,4,8,227,2023-11-15,Wash & Inspect,12,12,7,5,145.82,Count adjusted by hub
8902,995,34,10,286,2025-09-09,Decommission,24,24,23,0,37.71, 
8903,15291,38,3,217,2025-05-03,Wash & Inspect,20,24,24,0,27.52,Seal wear
8904,18569,52,7,275,2024-01-08,Wash & Inspect,80,84,83,0,75.75, 
8905,331,3,2,157,2024-12-10,wash & inspect,10,10,10,0,58.18,RFID unreadable
8906,24051,54,2,217,2023-04-16,Wash & Inspect,24,24,24,0,51.77,
8907,26167,53,7,157,2023-08-01,Cycle Count,8,8,6,2,121.79,
8908,14960,77,8,217,2023-02-01,Cycle Count,16,16,16,0,21.44,RFID unreadable
8909,11941,51,11,6,2023-05-12,Wash & Inspect,80,80,78,2,121.20,
8910,15486,35,1,124,2024-06-11,Repair,40,39,39,0,54.33,RFID unreadable
8911,15391,73,6,283,2024-03-17,wash & inspect,12,12,11,0,28.41,
8912,24018,115,9,217,2026-07-07,Wash & Inspect,8,0,0,0,89.97,Seal wear
